,State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_Telephone_Mobile_Phone_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Condition_of_occupied_census_houses_Dilapidated_Households,Households_with_separate_kitchen_Cooking_inside_house,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Type_of_latrine_facility_Pit_latrine_Households,Type_of_latrine_facility_Other_latrine_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Not_having_bathing_facility_within_the_premises_Total_Households,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_45000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Above_Rs_545000,Total_Power_Parity,Literacy_Percentage
110,Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,1610379,1510127,1704923,1048402,656521,327460,169288,158172,284155,144355,139800,1248600,836268,412332,1012080,236520,1871906,475585,350541,11812,410662,2890305,213505,1686,486,281,12659,83,1501,84832,396873,3424,23149,666773,137424,804197,366867,859436,159433,226765,105372,66950,14451,1799274,1207376,3006650,1984701,738412,394793,2600,75914,22723,53646,68665,8029,345550,8302,144792,369986,16407,20278,371169,229091,146022,515862,33035,59941,167,24243,610,349,2699,332037,411435,19449,173436,103,945,8435,9611,170764,295278,128,347860,151670,12201,33643,45844,47925,260512,96516,116071,207431,47341,95086,379709,109776,24140,28756,3872,744,42887,479,1420,1077,2497,205,273,478,296,388,684,103,4242,0.5463610709288814
111,Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,805707,745312,1118276,623047,495229,62235,31979,30256,488194,250398,237796,627124,468919,158205,526541,100583,923895,78120,253577,8902,286525,1188204,343511,9494,1733,442,4813,342,2480,121542,309091,10257,29531,300677,181319,481996,161675,367060,164765,188539,83895,74380,16036,1056350,273829,1330179,844298,442523,254728,9470,96508,21579,50018,104126,12246,176875,20255,178535,215142,26021,4023,308906,261660,204943,279792,44555,69311,322,17549,1295,1024,4199,73438,125360,8934,58860,246,2217,7512,10087,95961,204663,112,253257,24691,15944,34619,50563,45366,190910,78625,66919,76472,17153,34474,225413,51877,9888,11477,1310,279,46331,213,782,922,1704,282,236,518,180,293,473,336,3242,0.7209943914291186
112,Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,1490201,1390164,1887255,1087371,799884,157034,80827,76207,9110,4751,4359,1150632,838781,311851,992140,158492,1729733,231796,334025,17996,566815,2632574,212863,3457,1410,445,26974,127,2515,171327,500757,7297,28925,387251,356826,744077,422461,929286,266953,281250,96241,93391,13946,2103528,508664,2612192,1708938,720241,445121,6065,238912,17517,74663,200864,13792,363545,18127,293361,400446,23109,7301,422064,375112,292210,467094,61608,68027,314,14581,1608,1440,3555,167352,237853,27398,78614,216,1966,24549,27433,99637,361542,702,390572,35266,16604,48849,65453,48541,253095,93364,111190,177277,46639,81285,365160,96941,24583,29895,4324,988,50468,359,1270,1490,2760,403,495,898,366,599,965,452,5434,0.6552138357465113
113,Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,723864,667889,1030494,582686,447808,108608,56919,51689,18204,9711,8493,534976,408075,126901,451951,83025,856777,104147,129356,8600,292873,1319586,57273,3237,1985,497,6405,82,2688,132683,262539,12107,33662,237624,195634,433258,136131,363156,133594,196456,95730,108400,16088,1049555,246993,1296548,769329,391862,224886,5676,121735,26385,62348,106981,10124,171699,25749,178594,204833,23010,5300,206928,193174,171166,234873,41902,21212,105,7926,529,387,2725,94026,111761,155,26098,51,166,2756,3004,53744,222079,31,257436,24410,11995,25521,37516,35462,163534,69002,59070,71905,14245,11377,185132,54958,13912,15891,1708,271,31219,460,1535,1645,3180,389,515,904,403,656,1059,413,6016,0.7404287973512541
114,Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,1114192,1045927,1396534,795140,601394,173895,89597,84298,24187,12415,11772,847440,646822,200618,721253,126187,1312679,264318,147193,11359,424570,1810443,320805,4392,1873,1086,18856,136,2528,142974,386538,11573,30384,347158,299167,646325,255785,491009,194057,199634,74029,87523,18573,1320610,502873,1823483,1220598,576319,358455,4747,157250,20471,67005,185194,12625,291406,20728,270555,331968,27937,5665,318502,285899,242841,354786,56645,34446,178,24220,2596,2257,4181,138437,168664,25079,70448,97,826,23668,26210,88844,276247,1619,290541,33615,13674,39434,53108,50008,225160,90161,84991,117869,28199,59245,289799,72984,16651,20091,2786,654,41462,268,1037,1384,2421,478,469,947,323,528,851,541,5028,0.6465079007221362
115,Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,1404356,1338726,1842818,1046981,795837,265793,136319,129474,55571,28463,27108,1123709,801859,321850,942709,181000,1619373,367311,333996,9645,412757,2397056,334858,2586,1110,1291,3841,77,2263,144561,498326,6628,26991,489237,287506,776743,271762,700258,294811,311849,137505,139957,30127,1886269,669022,2555291,1527888,749156,461650,4388,189600,17447,60302,195597,15291,364428,15979,318954,406578,26859,8371,423662,344568,313730,457405,57119,35024,111,77378,830,598,9679,182106,202405,37903,100983,43,336,22362,24683,124396,317838,1942,336428,48359,15483,42703,58186,55458,276859,112463,108938,151329,40300,84440,356326,93723,22643,28084,4221,1220,48541,419,1460,1516,2976,383,437,820,364,595,959,374,5549,0.6718056550988997
116,Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,1096737,995634,1252319,739239,513080,258859,133224,125635,24228,12825,11403,776228,624704,151524,686937,89291,1316143,105876,183971,10802,475579,1608921,442355,6192,6353,490,25312,98,2650,140067,403294,9631,31961,488293,250982,739275,246956,469402,141345,157284,61366,60386,14062,1150801,581952,1732753,1278604,524052,286086,3629,83904,28788,68552,140540,9226,304000,21858,250397,339331,26105,4781,309632,329920,280257,328271,83137,44400,171,27402,853,572,5147,114841,155560,10534,25411,161,848,29040,35240,78224,313045,5191,367140,22738,25293,53172,78465,60591,229277,87578,81108,115066,21953,53492,311387,54655,9873,11511,1347,291,67208,197,729,1297,2026,513,277,790,219,306,525,608,4146,0.5985167066452365
117,Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,1185727,1114158,1660243,942480,717763,115631,59734,55897,40336,21057,19279,933983,674586,259397,722134,211849,1365902,239241,359842,12455,322445,2000884,264482,26629,1403,300,3479,82,2626,99982,372226,5710,24502,461479,160547,622026,295057,641541,250044,310341,148530,84223,19498,1749234,482078,2231312,1260660,628221,388646,22358,146364,12788,61231,84414,14099,181434,12080,171342,218734,23201,10647,349334,220959,172599,429236,22358,58036,307,18331,875,646,4545,241175,283602,18115,124935,55,1194,3096,4445,157901,233592,100,302055,68378,19249,42567,61816,52793,244695,99926,91976,127957,27666,70641,282924,98196,25028,28407,2852,527,52607,320,1146,1169,2315,320,293,613,242,394,636,370,4252,0.7218808766525283
118,Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,1056520,978544,1502645,847499,655146,162288,84470,77818,9392,4879,4513,812064,588699,223365,698768,113296,1223000,189760,242969,10282,369053,1885732,136431,1954,1082,146,7087,88,2544,180985,385609,7759,33731,476005,183738,659743,260278,467128,183468,266108,139208,130723,27391,1474304,434497,1908801,1119451,554432,357578,3603,143818,25163,44999,119579,15705,255293,21611,245131,301436,30438,9516,340058,290574,232825,371860,43193,31821,134,15009,626,374,2515,135333,186903,2485,37879,64,1257,4167,5549,74023,328355,61,375792,37143,18735,40893,59628,47276,232736,95739,89721,114271,19272,23529,277438,81587,16859,18980,1876,245,47902,296,1004,1012,2016,220,268,488,226,369,595,252,3648,0.7383772697074883
119,Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,301086,289211,370336,211767,158569,8733,4465,4268,481392,244524,236868,294795,174282,120513,193916,100879,295502,62823,188030,2594,41348,559848,22600,4413,147,80,373,2078,758,12997,101940,576,4081,138121,22248,160369,76197,146661,58188,52687,28396,14748,3451,380328,192780,573108,336830,157910,93466,2091,29316,2442,12913,18771,2354,38303,1182,31194,43827,3170,1669,116515,65190,27223,115602,4801,44177,11,6137,374,262,2093,56849,93231,1577,74178,853,2028,294,3394,61283,40740,219,41369,5565,5372,13957,19329,13858,62416,23725,24833,34560,5734,20016,81228,23578,3599,4026,365,62,13207,100,321,268,589,43,57,100,62,102,164,25,979,0.6273723227460075
120,Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,678165,651507,1001909,539471,462438,35464,17959,17505,639659,319740,319919,591834,407881,183953,510004,81830,737838,112809,206608,7173,265244,1225087,78669,5733,2459,601,13386,2823,914,114620,267679,6726,24397,267739,141417,409156,145678,266733,140235,190861,112460,85041,26012,967020,261956,1228976,673014,390349,258957,7352,136665,18669,57934,115177,10792,155168,16602,153431,191691,25731,3581,281244,201380,168150,262571,25882,46171,201,8673,993,431,2478,92796,117567,20273,115032,421,385,2393,3235,100295,157653,36,148017,50626,13415,29950,43365,41648,177608,78432,57528,61357,11846,36228,193250,49856,9119,10519,1213,187,40551,164,612,1019,1631,384,225,609,159,252,411,442,3256,0.7535008633708162
121,Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,1226961,1163815,1440805,858054,582751,100446,51278,49168,721604,368348,353256,1097507,673565,423942,685141,412366,1293269,456768,376038,10771,253930,2220974,158513,2863,662,337,5236,131,2060,59096,398937,3456,19753,463363,104238,567601,255905,601358,205420,283648,139773,71810,17958,1575872,781582,2357454,1421859,599925,363391,5601,120545,9656,51901,72703,8391,192790,7024,90896,214889,13708,10692,421258,181557,121676,425072,15044,72035,382,19593,841,543,4437,265189,320090,91728,202611,446,4067,2038,6927,204393,129165,376,121463,20886,16379,37573,53952,43567,206091,78388,84136,145983,40720,113188,276193,99169,21312,25136,3232,592,46248,395,1263,1083,2346,189,252,441,257,420,677,121,3981,0.6026516076788457
122,Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,694397,649337,837913,494631,343282,123408,64190,59218,13303,6835,6468,554830,383074,171756,446240,108590,788904,136590,227080,6392,184768,1194745,142797,916,337,66,3602,66,1205,66310,223424,2231,12870,301483,102655,404138,168990,364667,78731,129584,57494,46355,11111,856932,452891,1309823,786357,341381,213465,2531,66270,7802,22405,41235,7733,158057,5271,108006,176829,11039,8834,194944,157715,123977,245138,19197,28691,40,22824,252,165,2233,111459,140678,5572,21289,27,1351,2941,5698,59045,182619,1379,233095,20071,10572,24509,35081,28077,135333,51706,55550,83195,15565,27510,180187,48611,9905,11483,1328,250,28893,205,654,584,1238,125,160,285,151,231,382,89,2199,0.623570587631183
123,Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,300209,285240,393678,221621,172057,51830,26607,25223,13039,6730,6309,231169,174118,57051,195437,35732,354280,65702,48964,2371,114132,549749,33565,500,248,91,515,38,743,41686,117040,1653,5639,96015,87557,183572,50588,150643,71637,63458,25119,22458,5260,389163,137119,526282,314886,163777,105638,1148,40784,4395,17522,45156,4008,81985,3545,80820,92715,6722,2269,93729,79955,72287,103353,16208,8440,40,18098,419,373,854,44814,48292,15074,16239,23,129,5244,7758,30631,72890,2362,77490,6942,5244,12192,17436,15729,71173,29784,25660,30207,5953,21248,86848,18529,4023,4720,591,106,14672,74,284,410,694,127,146,273,89,146,235,187,1463,0.6724377358232742
124,Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,1974445,1830113,2725056,1514075,1210981,290169,149782,140387,24017,12504,11513,1479050,1159480,319570,1324783,154267,2325508,349357,214285,23780,891628,3397406,361388,5478,1918,1170,33591,269,3338,362140,747352,21785,67370,459474,721532,1181006,383780,913928,402240,540278,204306,266295,29924,2740751,738660,3479411,2080568,1052871,659576,11543,355586,55289,211531,428744,30503,558748,52563,571843,651936,62685,9724,689314,593448,543342,644828,111779,33164,635,42820,4758,4125,8555,189183,217110,12904,79342,238,1540,25539,29434,114748,605196,2117,651594,41220,24044,70528,94572,100983,446694,189220,156491,199955,41410,62687,530055,143427,30574,35598,4248,776,73551,455,1709,2322,4031,734,866,1600,576,942,1518,894,8498,0.7162608639426709
125,Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,1244231,1184358,1578734,918625,660109,187685,96527,91158,542156,272531,269625,1084878,681435,403443,795096,289782,1343711,366711,333867,10909,373391,2260560,148563,6375,614,168,11110,52,1147,99037,438606,5262,25425,544024,121509,665533,214062,597667,211423,333650,198963,110817,24745,1691327,665058,2356385,1393131,630963,400905,3590,112045,22379,36688,122399,15518,216346,12807,180909,269423,37559,9640,371683,231094,182583,450063,22065,50618,129,29091,691,468,2948,247403,289809,27599,138770,250,533,5089,5999,147230,251245,127,294228,69046,17669,39155,56824,49284,247442,98430,99728,145124,29107,80022,307792,102115,19061,21195,1883,251,47395,395,1265,1082,2347,175,239,414,249,406,655,126,3934,0.6500622377849854
126,Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,3402224,2679098,4571410,2687468,1883942,158115,82202,75913,856952,432089,424863,2553542,2142819,410723,2405288,148254,3527780,109549,325739,42040,2076214,5260193,660772,21052,5703,12902,112835,3920,3945,815423,1252452,55694,149331,369840,1529998,1899838,566242,1332690,807021,896927,433651,379505,79862,4495898,942150,5438048,3563443,1740746,723415,53718,397563,106983,395329,530528,39959,855336,112976,788447,995637,100342,8298,1275151,1150519,1103767,788508,478407,157733,1308,23291,5698,4989,5294,149151,149810,12286,207420,167,402,20722,21375,228438,1009087,84,1047402,117310,48229,126211,174440,193437,788695,340984,254274,276610,59925,62145,854742,178819,42215,49399,6081,1103,216710,712,2970,4428,7398,1780,1700,3480,1170,1924,3094,1684,16368,0.7517131965714033
127,Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,909917,846351,1093626,643221,450405,179461,93427,86034,21453,11068,10385,723500,504038,219462,586364,137136,1032768,185235,270861,9518,257886,1620282,109681,1419,512,312,22992,128,942,77857,302068,2975,15309,340788,159810,500598,234873,482679,165406,172947,61164,58389,14501,1189959,493427,1683386,1033435,439352,280582,2899,135074,10088,43874,99436,6932,228637,8028,177591,246026,10457,7009,268228,192991,120741,306924,26468,37130,127,11078,479,331,2083,149346,213756,33588,32482,52,2405,13489,19785,75387,198405,3839,238259,19438,13171,33356,46527,32661,166727,64199,69867,105628,23455,68545,232100,62623,13614,15812,1825,373,31802,286,923,854,1777,201,248,449,225,348,573,143,3227,0.6226988136207002
128,Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,113821,114470,140968,77314,63654,992,490,502,216073,107539,108534,118257,61329,56928,88038,30219,110034,64561,40486,1172,12038,203545,3593,20029,69,32,39,560,424,2029,29794,137,1393,52102,7516,59618,43639,59954,17736,14872,7560,3490,2215,149466,91160,240626,146095,51821,30027,348,6914,991,8955,5662,784,9243,271,9262,11148,1121,495,47460,20702,13736,46314,1291,14049,0,4610,151,53,1115,27746,33565,9763,23736,958,914,19,1900,23264,5457,9,8485,1894,1167,4199,5366,4086,21667,7676,9905,17224,4191,19727,32924,10092,1630,1847,193,24,3585,43,124,82,206,11,16,27,22,27,49,0,325,0.6174925862167147
129,Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,2153736,2011890,2893080,1614087,1278993,221629,114602,107027,1149901,586665,563236,1693473,1233312,460161,1360660,332813,2472153,312126,570361,17680,793306,3713941,384579,23813,9340,2069,27650,1124,3110,411734,798277,53606,117818,547454,692971,1240425,396624,865726,457662,504732,268451,314960,60177,2868332,910219,3778551,2213474,1190041,733710,28401,399901,72630,264896,351423,37602,462473,95845,497049,583926,83851,11888,820324,632580,543474,771779,88479,108542,276,28086,1375,908,7288,247541,323337,16732,198108,1387,5373,7232,14552,218599,567053,560,639002,39945,35169,87480,122649,124359,502358,212808,165191,206020,49094,94469,566507,172826,36738,42196,4634,824,98592,473,1780,2837,4617,889,924,1813,584,905,1489,1360,9753,0.6945126614823318
130,Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,887222,818456,1170657,655528,515129,38237,19557,18680,902794,450976,451818,743245,516188,227057,577327,165918,962433,147569,183025,11833,400818,1571147,94034,19661,1589,913,13809,1417,3108,137209,329218,11020,31285,262410,235981,498391,165459,303197,171712,212318,123281,90912,26987,1093866,405928,1499794,944532,485874,259906,15366,119338,23938,52199,128491,10408,209929,21685,188248,242422,22085,4137,346809,232568,170861,297911,58586,62631,153,8753,1475,1165,3258,129360,176942,29603,189033,2348,2848,2128,7837,128462,163491,513,119981,66781,15275,35681,50956,51136,208732,88946,68650,84074,18166,69975,240251,59697,11282,13020,1482,256,48960,223,817,911,1728,269,260,529,196,318,514,325,3316,0.6863294244282918
131,Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,818025,461288,356737,296246,156874,139372,0,0,0,372139,320120,52019,319475,52664,756211,52871,57293,15753,246222,955096,22143,3705,138202,381,4845,110,3868,121622,199681,12899,32767,175365,139891,315256,89558,170110,161844,163544,97980,91472,18727,793235,222031,1015266,617859,308126,201685,680,133676,26122,32571,92424,15833,124292,23884,172034,170149,30024,8024,193627,186183,142922,183898,18611,29343,75,8236,3453,3131,3760,21888,59615,252,32215,51,32,863,1052,27750,175374,106,173860,14874,5230,13528,18758,22812,120894,51168,46914,54266,14153,4947,136640,39766,10339,12555,1841,375,19110,100,491,622,1113,386,294,680,227,364,591,297,2781,0.7249745203172775
132,Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,866672,767773,1069871,643158,426713,341162,181475,159687,0,0,0,623006,430678,192328,445675,177331,1011439,288543,103788,14855,215820,1611031,15515,873,2401,254,1016,26,3329,88938,266244,5292,25236,357047,99235,456282,186145,223049,198307,218631,148995,104875,13786,1093788,459364,1553152,964960,405760,261428,2297,99232,16793,58375,66069,10057,221159,11346,176336,242718,11502,15893,289221,241914,175689,293443,11408,41570,73,51547,675,439,10649,66898,130566,22116,68692,67,347,5860,9831,84400,164410,3557,203509,36262,5367,16409,21776,30859,175604,75191,69554,88960,22472,60002,198703,58683,17581,20686,2605,500,30740,150,756,628,1384,549,278,827,321,516,837,149,3349,0.6545775477302693
133,Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,966110,843623,1272739,734940,537799,223799,119495,104304,0,0,0,579229,476933,102296,495316,83913,1230504,27705,29288,32286,489950,1588407,161680,9743,34572,640,4883,249,9559,258422,333171,43437,82673,87700,382981,470681,137902,220384,198551,282666,178846,259933,27864,1306146,346567,1652713,1095602,481318,231029,1784,170927,63470,67341,152884,20485,240316,64331,279652,302937,42136,9755,334623,313812,296399,276186,69917,33041,524,41186,5529,3845,5879,39254,49424,188,114361,117,187,20596,26539,65216,253688,5639,211123,46224,10026,24687,34713,42722,201457,84281,74454,94686,22210,34162,244743,54372,14109,17481,2764,608,36470,156,729,1321,2050,638,640,1278,416,670,1086,511,5080,0.7032744609287669
134,Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,495360,446651,557578,327471,230107,284357,149111,135246,0,0,0,369083,263498,105585,286258,82825,572928,132250,97997,6558,132278,779243,8360,996,150969,171,1172,530,570,51693,153301,3210,13142,203020,55360,258380,103541,136663,99948,93526,61476,37741,9504,542399,344534,886933,555745,237009,147469,1788,86268,14030,29817,52633,4347,120937,7830,107042,136196,10912,9757,159106,152219,134586,162708,8832,41778,44,80729,235,144,9804,23875,37401,228,41039,28,1970,1355,5126,39877,122912,1773,128708,25578,3026,9731,12757,17216,99951,41231,41504,51558,11828,13305,118034,32676,8838,10397,1302,257,14987,89,444,330,774,304,161,465,187,301,488,39,1854,0.5919017930788494
135,Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,816690,697742,1111116,638666,472450,197937,104332,93605,0,0,0,544716,432456,112260,487441,57275,969716,56046,27097,18228,443345,1408801,70842,9725,15097,944,7451,254,1318,238359,305751,67087,102343,141703,381988,523691,126920,177453,175370,219200,150120,233402,41366,1123831,263720,1387551,875531,428101,210307,493,103261,92934,83772,131478,19984,201135,86768,248024,274931,53812,11975,304118,290709,271169,211728,98060,22951,605,30003,1739,1235,1835,29933,44529,587,93746,71,264,4773,6361,44026,257287,1253,219377,81189,15610,33002,48612,48505,189075,81885,58685,66325,16630,19329,211628,46969,13062,16024,2427,535,46021,85,404,714,1118,409,386,795,220,311,531,577,3107,0.7336849723196551
136,Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,931562,812369,1114311,670200,444111,408785,217338,191447,0,0,0,691621,488321,203300,531227,160394,1052310,261120,144213,16097,270191,1701061,21650,1945,12270,334,3620,33,3018,110495,285004,10132,33400,302013,154113,456126,197303,230074,194595,202792,144626,105346,19031,1093767,505251,1599018,1017830,456536,265109,4456,147721,24642,65713,90721,11379,231246,21142,202588,259276,16651,15588,305078,273915,231144,295628,23078,40677,98,83800,827,418,13434,51131,87692,12798,78490,53,4199,2895,11939,76543,194669,4792,218535,11612,5846,17116,22962,32391,188751,80345,76015,91914,21419,53834,215575,60114,16187,18978,2326,465,30379,167,828,690,1518,577,340,917,362,579,941,100,3642,0.6389650737328484
